ward,target
10301003: Ward 3,15.792468412879677
10301004: Ward 4,11.066539531348912
10301005: Ward 5,13.310642309445095
10301006: Ward 6,18.033714979434013
10301007: Ward 7,17.69558335678361
10301008: Ward 8,14.005264541596368
10301009: Ward 9,19.478380122251888
10301010: Ward 10,15.222289513470328
10301011: Ward 11,14.683892660609482
10301012: Ward 12,21.644374418612312
10301013: Ward 13,17.395225762772846
10302001: Ward 1,15.46465510170019
10302002: Ward 2,10.716053074327188
10302003: Ward 3,7.563109516917237
10302004: Ward 4,13.726901749347936
10302005: Ward 5,19.75086925537557
10302006: Ward 6,18.454979940321152
10302007: Ward 7,7.930087673744527
10302008: Ward 8,15.712025124461816
10302009: Ward 9,10.583170148199047
10302010: Ward 10,13.748530714434764
10302011: Ward 11,13.304732392764606
10302012: Ward 12,18.945238738032085
10302013: Ward 13,8.008896534318346
10303001: Ward 1,14.364749527806607
10303002: Ward 2,13.950474679504392
10303003: Ward 3,19.836656296609977
10303004: Ward 4,9.585058880896499
10303005: Ward 5,10.37419828651539
10401001: Ward 1,13.711239457829365
10401002: Ward 2,18.41422363812014
10401003: Ward 3,22.02208749507818
10401004: Ward 4,12.891176000977413
10402001: Ward 1,10.432880931660442
10402002: Ward 2,14.288795490923595
10402003: Ward 3,8.2778761863636
10402004: Ward 4,15.636470369279845
10402005: Ward 5,13.438933566208211
10402006: Ward 6,14.180386886125934
10402007: Ward 7,11.497288116743736
10402008: Ward 8,20.073217214700044
10403001: Ward 1,21.810365229925647
10403002: Ward 2,22.080356379349556
10403003: Ward 3,21.007935913843227
10403004: Ward 4,10.790552758693634
10403005: Ward 5,8.709539240760245
10403006: Ward 6,8.622477210048647
10403007: Ward 7,9.906623086623423
10403008: Ward 8,8.32028247797161
10403009: Ward 9,19.782680474966924
10403010: Ward 10,4.445895478273179
10403011: Ward 11,10.758984377131235
10403012: Ward 12,19.757966898173947
10403013: Ward 13,12.113544163241505
10403014: Ward 14,14.550373303863413
10404001: Ward 1,12.43216093173334
10404002: Ward 2,8.669625573536955
10404003: Ward 3,6.200776250482793
10404004: Ward 4,11.378933266058716
10404005: Ward 5,7.957728273083937
10404006: Ward 6,18.060901192112894
10404007: Ward 7,18.360477935299112
10404008: Ward 8,18.792424860350145
10404009: Ward 9,22.22304639759803
10404010: Ward 10,23.72268133388629
10404011: Ward 11,19.057560794810083
10404012: Ward 12,21.262658520252604
10404013: Ward 13,21.043053264939612
10404014: Ward 14,17.191019450332078
10404015: Ward 15,23.906699359790245
10404016: Ward 16,15.942192056096637
10404017: Ward 17,18.91462317003629
10404018: Ward 18,5.320163534953252
10404019: Ward 19,9.772978671234663
10404020: Ward 20,19.016951360841034
10404021: Ward 21,21.300859699894087
10404022: Ward 22,11.147663511730197
10404023: Ward 23,10.484671799554794
10404024: Ward 24,17.66081943297431
10404025: Ward 25,17.24952270991036
10405001: Ward 1,10.751437691783725
10405002: Ward 2,9.780117046400319
10405003: Ward 3,11.12508162161642
10405004: Ward 4,19.09349040047345
10405005: Ward 5,22.13576366776958
10405006: Ward 6,18.50572737554479
10405007: Ward 7,12.951473471541211
10405008: Ward 8,21.15904209516955
10405009: Ward 9,25.44288427003446
10405010: Ward 10,22.675800246731622
10405011: Ward 11,18.094246778150787
10405012: Ward 12,17.875434115160086
10405013: Ward 13,19.73736883093934
10407001: Ward 1,14.958386522236449
10407002: Ward 2,11.31094277193
10407003: Ward 3,17.888244584619066
10407004: Ward 4,18.167717908272103
10407005: Ward 5,20.833224688717287
10407006: Ward 6,22.662940601971723
10407007: Ward 7,15.131317632535614
10408001: Ward 1,15.92988701934461
10408002: Ward 2,10.467429879560171
10408003: Ward 3,18.722727097610367
10408004: Ward 4,18.995192535676196
10408005: Ward 5,10.75418861113342
10408006: Ward 6,18.768031515002306
10408007: Ward 7,20.553322845653646
10408008: Ward 8,16.68680552486965
10408009: Ward 9,8.244813728727117
10408010: Ward 10,9.460003350382436
10501001: Ward 1,17.760342241852406
10501002: Ward 2,10.389646566591521
10501003: Ward 3,10.041268688341253
10501004: Ward 4,14.627374506663669
10502001: Ward 1,16.075956350952943
10502002: Ward 2,11.921083491053947
10502003: Ward 3,20.70195935570837
10502004: Ward 4,16.937426358221536
10503001: Ward 1,24.17992255701699
10503002: Ward 2,11.971038837483574
10503003: Ward 3,21.357366003174718
10503004: Ward 4,12.782930627215224
10503005: Ward 5,21.688163731771215
10503006: Ward 6,25.268929048436114
10503007: Ward 7,19.15892936240449
19100001: Ward 1,7.541677424833022
19100002: Ward 2,9.146199255646607
19100003: Ward 3,7.466184621662997
19100004: Ward 4,12.660693223775034
19100005: Ward 5,7.8407156662114765
19100006: Ward 6,17.984270403834653
19100007: Ward 7,12.064987377031533
19100008: Ward 8,8.685978303073735
19100009: Ward 9,15.991978657469048
19100010: Ward 10,12.643257993693377
19100011: Ward 11,13.484641660713763
19100012: Ward 12,16.150885531954934
19100013: Ward 13,19.260659801892125
19100014: Ward 14,12.046158743887728
19100015: Ward 15,6.4544001596324705
19100016: Ward 16,17.082548678923906
19100017: Ward 17,15.515726275816045
19100018: Ward 18,22.22324260559514
19100019: Ward 19,17.41304410577933
19100020: Ward 20,20.38612380318137
19100021: Ward 21,6.372240476248123
19100022: Ward 22,15.972343013057037
19100023: Ward 23,6.852808445286531
19100024: Ward 24,17.108298661931205
19100025: Ward 25,18.16416277075433
19100026: Ward 26,14.928200589205968
19100027: Ward 27,9.740943929616613
19100028: Ward 28,17.305011525694347
19100029: Ward 29,16.727940507510496
19100030: Ward 30,14.36428031273931
19100031: Ward 31,17.803146629067772
19100032: Ward 32,17.299011194374195
19100033: Ward 33,22.926744460145343
19100034: Ward 34,24.27522345194449
19100035: Ward 35,22.092672568599365
19100036: Ward 36,22.12637591523561
19100037: Ward 37,23.65044624599735
19100038: Ward 38,21.77146066840456
19100039: Ward 39,23.642659129069113
19100040: Ward 40,21.10358859848996
19100041: Ward 41,21.30005683111327
19100042: Ward 42,20.545320922849278
19100043: Ward 43,12.671019181931722
19100044: Ward 44,19.674189915312454
19100045: Ward 45,21.975728052540216
19100046: Ward 46,16.176393857513464
19100047: Ward 47,20.974487367666196
19100048: Ward 48,12.780253839601496
19100049: Ward 49,15.687527086233333
19100050: Ward 50,18.005261536015723
19100051: Ward 51,22.741455650992997
19100052: Ward 52,22.982814592271243
19100053: Ward 53,11.74918634272451
19100054: Ward 54,8.78805120477476
19100055: Ward 55,12.077334104758709
19100056: Ward 56,13.94469932767012
19100057: Ward 57,14.069509085023984
19100058: Ward 58,8.5215569605201
19100059: Ward 59,11.239021907496
19100060: Ward 60,9.84259943436803
19100061: Ward 61,13.432100796737608
19100062: Ward 62,8.385976231554945
19100063: Ward 63,10.091805874499892
19100064: Ward 64,8.593355944014487
19100065: Ward 65,13.949061427159343
19100066: Ward 66,15.547574339542969
19100067: Ward 67,19.20357367951951
19100068: Ward 68,17.03418524284217
19100069: Ward 69,17.021964455789625
19100070: Ward 70,6.44888538161204
19100071: Ward 71,8.828618524103643
19100072: Ward 72,11.731047663893102
19100073: Ward 73,8.795864439626481
19100074: Ward 74,15.297465359566395
19100075: Ward 75,17.344057876921024
19100076: Ward 76,15.30403954370982
19100077: Ward 77,10.153025060050885
19100078: Ward 78,13.360632520013018
19100079: Ward 79,17.38992812822984
19100080: Ward 80,21.80695023818537
19100081: Ward 81,12.860256094866994
19100082: Ward 82,17.863303057285385
19100083: Ward 83,14.048001505265347
19100084: Ward 84,8.800489664722058
19100085: Ward 85,17.295355745005565
19100086: Ward 86,18.967876106524937
19100087: Ward 87,25.187253144346958
19100088: Ward 88,20.131601838055264
19100089: Ward 89,21.539391057721122
19100090: Ward 90,24.027829599019125
19100091: Ward 91,23.81338759329623
19100092: Ward 92,19.990674321391595
19100093: Ward 93,25.23210364674353
19100094: Ward 94,19.64067856059462
19100095: Ward 95,23.84149544432261
19100096: Ward 96,23.140247077332962
19100097: Ward 97,21.828817294042416
19100098: Ward 98,23.75283735068049
19100099: Ward 99,21.6085295812518
19100100: Ward 100,11.499184890182658
19100101: Ward 101,22.277485019281936
19100102: Ward 102,7.645215564789613
19100103: Ward 103,6.554067661237468
19100104: Ward 104,16.95066692549439
19100105: Ward 105,12.467757275678855
19100106: Ward 106,20.756484742487036
19100107: Ward 107,7.18709150699614
19100108: Ward 108,22.304929241507942
19100109: Ward 109,18.7951157315107
19100110: Ward 110,15.146726613498114
19100111: Ward 111,19.32393769264828
